PERIODO,CVE_ENT,ENTIDAD,CLAVE_INDUSTRIA,INDUSTRIA,VALOR_CONSTANTE,VALOR_CORRIENTE
2018,26,Sonora,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",740.474,740.474
2019,26,Sonora,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",735.433,730.688
2020,26,Sonora,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",491.077,506.35
2021,26,Sonora,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",523.563,552.162
2022,26,Sonora,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",953.185,1282.374
2023,26,Sonora,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",555.805,1302.633
2003,26,Sonora,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",1831.265,1060.231
2004,26,Sonora,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",2011.891,1213.253
2005,26,Sonora,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",1810.169,1119.7
2006,26,Sonora,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",1774.385,1170.2
2007,26,Sonora,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",1938.676,1299.464
2008,26,Sonora,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",2614.293,1776.135
2009,26,Sonora,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",2943.167,1983.278
2010,26,Sonora,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",3191.744,1980.514
2011,26,Sonora,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",3071.311,1944.9
2012,26,Sonora,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",3374.016,2372.146
2013,26,Sonora,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",2930.715,1927.265
2014,26,Sonora,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",3066.073,2141.214
2015,26,Sonora,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",3260.69,2955.9370000000004
2016,26,Sonora,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",3092.59,2932.085
2017,26,Sonora,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",2867.964,2757.891
